20.0000000       3.29827337E-04   6.25968969E-05
22.2000008       3.13478173E-04   4.73637228E-05
25.0000000       3.31941410E-04   3.97174008E-05
28.6000004       3.07766895E-04   3.22180094E-05
33.2999992       3.77179589E-04   2.85528804E-05
40.0000000       2.42402035E-04   2.46412419E-05
45.5000000       2.58748507E-04   2.18596069E-05
50.0000000       2.63782073E-04   2.10581729E-05
58.7999992       1.83474505E-04   1.85824156E-05
66.6999969       1.73614768E-04   1.84490764E-05
76.9000015       1.33042166E-04   1.75790574E-05
90.9000015       1.17799675E-04   1.60263899E-05
100.000000       7.55953224E-05   1.68674105E-05
111.099998       5.63010253E-05   1.61386997E-05
125.000000       5.74585720E-05   1.70476451E-05
142.899994       8.74085526E-05   1.94892782E-05
